year,food>nonfood,food<nonfood,food=nonfood
2021,49.06%,49.06%,49.05%
2022,48.44%,48.74%,48.74%
2023,47.63%,48.20%,48.20%
2024,46.79%,47.57%,47.56%
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
